b63246142ad170f674815928e3333e942014e551
137	b632458c01614afff26c9fa8339936cd43da1592	94.41.140.4	49001	95.177981
137	b632446efe989c0698dec9bdf488d2d5599053c3	36.233.242.139	12642	422.607700
138	b63242eb2b0f687d4f54c61b88afe5789083e77b	46.194.185.30	21866	85.856214
138	b63241a0834b0c2a9d0cdcc7e42311f81e4e422c	212.77.140.205	37603	124.278673
140	b632587651904ed1855fe546b65a85ec6e76a67f	46.16.119.148	46826	45.401168
141	b6327357205e17817b17c5e098fa8df184f6f70b	178.71.165.10	49813	84.542922
142	b632049c5699703867f6e95e8238a4eae8317b28	2.86.96.172	11980	106.670036
142	b632224a40b242e238815573672ab6be6df61a91	86.169.198.115	6889	49.577531
142	b63203d5f7d36762b9915f1ed585eb8e91700eaf	90.127.211.168	11564	40.450770
143	b632944db4bb526e8bbf40697699543c4621e35d	78.165.47.70	16531	119.151659
143	b6328d3f37624e8c63c4416d7da47de1977a9671	109.28.34.253	51413	91.871444
145	b630ecef3c5a3723e57316d60dd5a0e53bd1eba4	82.96.37.130	44822	42.581716
145	b6300df134d136e93d213bc280b1f7a230391a1e	195.154.181.225	32861	199.114522
146	b6367748cb7bf4586f564fc7eacc75fb9b13d8b3	50.148.85.34	50616	284.028638
147	b63c2b490d8d13a239a9b7464428150b6e870d3b	95.190.112.200	6881	159.076428
147	b63c08f9bc60b0b1ef5db175b4c4dbcee5bece4d	37.142.99.196	6889	108.594859
148	b626f661496c74ed3e86bef48fc4b3126fec632f	188.68.18.135	30611	72.988858
148	b62e2831ae2b0c09fce1ea77f1e8d711f6cdf8b8	109.191.169.220	55282	101.663618
148	b62088727174c70e23ed523eb40f7e86188fe8fd	94.41.77.11	10647	105.355034
149	b61b6b1dcb3da6a5a9875b0839eb2fc68b8bce2c	31.181.67.34	32741	101.209033
150	b66d4d16cb0669f765058da56f8d4c18b6ce3a86	178.57.7.254	55965	74.007932
150	b64129d6ae529049f1f1bbe9ebb3a6db3c870ce1	89.23.106.132	28268	100.033869
150	b6544951f7ea0181f9e7be7e6978b93aff824495	213.80.221.216	34548	87.009996
150	b67ecfad4c6cec5172d72cb176e9b1a66af34f68	178.78.18.82	16847	127.506951
151	b6ec16e2c7004fb3605816aa4c90138050ee48d3	5.138.194.95	22228	106.072619
152	b7d30e5e6fa3ce7bd8ca138f4717f341c8cf37fa	46.147.207.213	52447	63.383992
153	b47fee49f1f1bbe9ebb3a6db3c870c3e99245e52	95.107.23.160	33977	88.014102
153	b50e5807751782994bb9ab13e9415a8b1743780a	176.121.252.41	53816	65.492273
154	b2c4e1959918ec4c81c8eef5073ac0ad75f5eb40	92.42.28.96	51096	57.578736
154	b321ef64a15516a035fa35084438198b8ecd2465	128.69.176.53	15642	97.426529
154	b313a41c203b206f2eea65f5ab7365df139185d9	46.188.121.120	26325	83.552073
156	aa0a36c9bd182675dca8196543365d082e806a80	23.255.220.70	6881	152.376114
157	8fa928a6faa80ea3924f5c547fe33666c6321e61	37.78.55.190	26667	93.653860
157	85cf3a812564148598b31974dad3002d5675f6b3	176.107.11.185	11888	78.427197
158	dd2b27e14ec6a047d9f2355cc621a5428a763450	212.129.33.50	6881	42.443587
158	cd5653d6fa7c168a12e848d4c387adbbd557fab7	61.238.122.217	10633	286.222448
158	f0157b84c12884abf4e7670a8c0b276ea439f259	115.132.38.87	6881	309.949803
159	32f54e697351ff4aec29cdbaabf2fbe3467cc267	67.215.246.10	6881	182.091329
159	0a6195676a577b81a6b6479f5e0f9e9029da201d	79.178.58.140	52181	128.521321
159	50779a49f1f1bbe9ebb3a6db3c870c3e99245e52	95.73.49.79	34678	82.098514
